,ci,lum,tem,logl
21062,0.465,2.68905695002925,-8323.699421965319,0.9891905559502416
21063,0.362,64.3872682901461,-9448.818897637795,4.1649159162076295
21064,0.655,1.08143395129794,-6824.644549763032,0.07828789316179945
21065,0.272,10.5099342718622,-10714.285714285714,2.35232093100272
21066,0.618,3.00330887867656,-7072.691552062868,1.0997146404139566
21067,0.413,10.0739548481125,-8856.08856088561,2.3099533652916255
21068,1.036,36.2409855899744,-5013.927576601672,3.5901906769963157
21069,0.2,25.5623042711255,-11999.999999999998,3.2411187768984204
21070,0.424,4.98884487460012,-8737.864077669903,1.6072043949098433
21071,0.422,9.70063133783957,-8759.12408759124,2.272190969766524
21072,0.987,0.259179113461594,-5191.059841384283,-1.3502358985317102
21073,1.179,16.3079736102359,-4559.8480050664975,2.7916541667459787
21074,0.676,0.3735940922588,-6691.449814126394,-0.9845853857642537
21075,0.58,13.6019132285567,-7346.938775510204,2.61021046141805
21076,0.258,1406047.52412991,-10942.24924012158,14.15629315172739
21077,1.049,181.635193117651,-4968.944099378882,5.202000242092147
21078,0.674,1.80301774085957,-6703.910614525139,0.5894617838064763
21079,1.003,13.2190425344172,-5131.860299358517,2.5816584062649204
21080,0.552,1.55310207523285,-7563.0252100840335,0.4402542697804637
21081,0.432,642687.717317019,-8653.846153846152,13.373414220109415
21082,0.104,26.7916832481903,-14285.714285714286,3.2880915127954964
21083,0.58,1.19124200802737,-7346.938775510204,0.17499646706754343
21084,0.006,66.008520700216,-17733.99014778325,4.189783835211966
21085,1.121,29.0268561049905,-4733.7278106508875,3.368221474031689
21086,0.338,7.00809531646794,-9756.09756097561,1.9470659546357658
21087,1.28,0.0931536765238574,-4285.714285714285,-2.3735047138582623
21088,1.32,383.001081226449,-4186.0465116279065,5.94803781222222
21089,1.004,43.7723637934766,-5128.205128205129,3.7790026546218285
21090,0.681,3.54160400426462,-6660.49953746531,1.2645797330723303
21091,0.484,3.68128973642531,-8144.796380090497,1.3032631626346287
21092,1.089,33.7909187437723,-4835.460040295501,3.520192090169297
21093,1.136,70.5342414258097,-4687.5,4.256098285890194
21094,1.176,53.8021957189112,-4568.527918781726,3.985314278954094
21095,0.057,38.5478357665772,-15754.92341356674,3.651899957488557
21096,1.519,180.301774085957,-3751.9541427826994,5.1946319697945675
21097,0.119,42461956.3946313,-13872.832369942196,17.56411908935858
21098,0.947,30.5070349782252,-5345.21158129176,3.417957312040363
21099,1.136,56.9114957628841,-4687.5,4.041497355223149
21100,0.347,5.0815944256056,-9638.55421686747,1.625625075653795
